source_file	source_root	file_kind	source_unit	selection	selected_roots	direct_importers	active_imports	commented_imports	substantive	prose_words	headings	construct_counts	labels	named_items	unit_start_line	unit_end_line	file_lines	file_words	coverage_status	coverage_basis	formalolp_evidence	formal_declarations	audit_note
set-theory/ordinals/basic.tex	set-theory	unit	prop#ordisoidentity	selected	set-theory	-	0	0	yes	1238	Basic Properties of the Ordinals	; label=ordisoidentity	ordisoidentity	prop#ordisoidentity	207	209	211	1238	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/basic.tex	set-theory	unit	prob#probunionordinalsordinal	selected	set-theory	-	0	0	yes	1238	Basic Properties of the Ordinals	; label=probunionordinalsordinal	probunionordinalsordinal	prob#probunionordinalsordinal	207	209	211	1238	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/idea.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	391	The General Idea of an Ordinal	-	-	section	1	67	67	391	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/introduction.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	172	Introduction	-	-	section	1	29	29	172	non_formal_exposition	documentation_scope	-	-	Introductory exposition without a formal declaration target.
set-theory/ordinals/iso.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	defn; lem#isoscompose; prob; cor#ordisoisequiv; prop#ordisounique; defn; lem#wellordnotinitial; lem#wellordinitialsegment; lem#lemordsegments; thm#thm:woalwayscomparable	-	section	1	165	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	defn#1	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	-	1	defn#1	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	lem#isoscompose	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	; label=isoscompose	isoscompose	lem#isoscompose	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	prob#3	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	-	3	prob#3	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	cor#ordisoisequiv	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	; label=ordisoisequiv	ordisoisequiv	cor#ordisoisequiv	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	prop#ordisounique	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	; label=ordisounique	ordisounique	prop#ordisounique	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	defn#6	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	-	6	defn#6	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	lem#wellordnotinitial	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	; label=wellordnotinitial	wellordnotinitial	lem#wellordnotinitial	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	lem#wellordinitialsegment	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	; label=wellordinitialsegment	wellordinitialsegment	lem#wellordinitialsegment	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	lem#lemordsegments	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	; label=lemordsegments	lemordsegments	lem#lemordsegments	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/iso.tex	set-theory	unit	thm#thm:woalwayscomparable	selected	set-theory	-	0	0	yes	1119	Order-Isomorphisms	; label=thm:woalwayscomparable	thm:woalwayscomparable	thm#thm:woalwayscomparable	138	141	165	1119	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/milestone.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	141	: a milestone	defn	-	section	1	26	26	141	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/milestone.tex	set-theory	unit	defn#1	selected	set-theory	-	0	0	yes	141	: a milestone	-	1	defn#1	13	18	26	141	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/opps.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	570	Successor and Limit Ordinals	defn; prop; thm[Simple Transfinite Induction]#simpletransrecursion; defn#defsupstrict; prop	-	section	1	101	101	570	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/opps.tex	set-theory	unit	defn#1	selected	set-theory	-	0	0	yes	570	Successor and Limit Ordinals	-	1	defn#1	78	81	101	570	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/opps.tex	set-theory	unit	prop#2	selected	set-theory	-	0	0	yes	570	Successor and Limit Ordinals	-	2	prop#2	78	81	101	570	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/opps.tex	set-theory	unit	thm#simpletransrecursion	selected	set-theory	-	0	0	yes	570	Successor and Limit Ordinals	optional=Simple Transfinite Induction; label=simpletransrecursion	simpletransrecursion	thm#simpletransrecursion	78	81	101	570	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/opps.tex	set-theory	unit	defn#defsupstrict	selected	set-theory	-	0	0	yes	570	Successor and Limit Ordinals	; label=defsupstrict	defsupstrict	defn#defsupstrict	78	81	101	570	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/opps.tex	set-theory	unit	prop#5	selected	set-theory	-	0	0	yes	570	Successor and Limit Ordinals	-	5	prop#5	78	81	101	570	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/ordinals.tex	set-theory	chapter	section	selected	set-theory	-	0	0	yes	37	ordinals	-	-	section	1	22	22	37	structural_container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
set-theory/ordinals/ordtype.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	488	Ordinals as Order-Types	thm#thmOrdinalRepresentation; defn; cor#ordtypesworklikeyouwant	-	section	1	79	79	488	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/ordtype.tex	set-theory	unit	thm#thmOrdinalRepresentation	selected	set-theory	-	0	0	yes	488	Ordinals as Order-Types	; label=thmOrdinalRepresentation	thmOrdinalRepresentation	thm#thmOrdinalRepresentation	56	62	79	488	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/ordtype.tex	set-theory	unit	defn#2	selected	set-theory	-	0	0	yes	488	Ordinals as Order-Types	-	2	defn#2	56	62	79	488	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/ordtype.tex	set-theory	unit	cor#ordtypesworklikeyouwant	selected	set-theory	-	0	0	yes	488	Ordinals as Order-Types	; label=ordtypesworklikeyouwant	ordtypesworklikeyouwant	cor#ordtypesworklikeyouwant	56	62	79	488	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/replacement.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	598	Replacement	axiom[Scheme of Replacement]; defish; cor	-	section	1	74	74	598	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/replacement.tex	set-theory	unit	axiom#1	selected	set-theory	-	0	0	yes	598	Replacement	optional=Scheme of Replacement	1	axiom#1	43	48	74	598	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/replacement.tex	set-theory	unit	defish#2	selected	set-theory	-	0	0	yes	598	Replacement	-	2	defish#2	43	48	74	598	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/replacement.tex	set-theory	unit	cor#3	selected	set-theory	-	0	0	yes	598	Replacement	-	3	cor#3	43	48	74	598	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/vn.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	426	vn	defn	-	section	1	61	61	426	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/vn.tex	set-theory	unit	defn#1	selected	set-theory	-	0	0	yes	426	vn	-	1	defn#1	26	30	61	426	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/wo.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	407	Well-Orderings	defn; prob; prop#wo:strictorder; prop#propwoinduction	-	section	1	65	65	407	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/wo.tex	set-theory	unit	defn#1	selected	set-theory	-	0	0	yes	407	Well-Orderings	-	1	defn#1	47	53	65	407	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/wo.tex	set-theory	unit	prob#2	selected	set-theory	-	0	0	yes	407	Well-Orderings	-	2	prob#2	47	53	65	407	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/wo.tex	set-theory	unit	prop#wo:strictorder	selected	set-theory	-	0	0	yes	407	Well-Orderings	; label=wo:strictorder	wo:strictorder	prop#wo:strictorder	47	53	65	407	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/ordinals/wo.tex	set-theory	unit	prop#propwoinduction	selected	set-theory	-	0	0	yes	407	Well-Orderings	; label=propwoinduction	propwoinduction	prop#propwoinduction	47	53	65	407	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/absinf.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	935	Replacement and ``Absolute Infinity''	prob	-	section	1	109	109	935	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/absinf.tex	set-theory	unit	prob#1	selected	set-theory	-	0	0	yes	935	Replacement and ``Absolute Infinity''	-	1	prob#1	90	92	109	935	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/extrinsic.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	920	extrinsic	-	-	section	1	93	93	920	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/finiteaxiomatizability.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	801	Appendix: Finite axiomatizability	thm#zfnotfinitely; prop#finiteextensionofZ; prob; prob; prob	-	section	1	73	73	801	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/finiteaxiomatizability.tex	set-theory	unit	thm#zfnotfinitely	selected	set-theory	-	0	0	yes	801	Appendix: Finite axiomatizability	; label=zfnotfinitely	zfnotfinitely	thm#zfnotfinitely	55	57	73	801	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/finiteaxiomatizability.tex	set-theory	unit	prop#finiteextensionofZ	selected	set-theory	-	0	0	yes	801	Appendix: Finite axiomatizability	; label=finiteextensionofZ	finiteextensionofZ	prop#finiteextensionofZ	55	57	73	801	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/finiteaxiomatizability.tex	set-theory	unit	prob#3	selected	set-theory	-	0	0	yes	801	Appendix: Finite axiomatizability	-	3	prob#3	55	57	73	801	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/finiteaxiomatizability.tex	set-theory	unit	prob#4	selected	set-theory	-	0	0	yes	801	Appendix: Finite axiomatizability	-	4	prob#4	55	57	73	801	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/finiteaxiomatizability.tex	set-theory	unit	prob#5	selected	set-theory	-	0	0	yes	801	Appendix: Finite axiomatizability	-	5	prob#5	55	57	73	801	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/introduction.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	181	Introduction	-	-	section	1	18	18	181	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/limofsize.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	521	Limitation-of-size	-	-	section	1	64	64	521	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/ref.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	306	Replacement and Reflection	thm[Reflection Schema]#reflectionschema	-	section	1	40	40	306	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/ref.tex	set-theory	unit	thm#reflectionschema	selected	set-theory	-	0	0	yes	306	Replacement and Reflection	optional=Reflection Schema; label=reflectionschema	reflectionschema	thm#reflectionschema	11	17	40	306	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/refproofs.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	1350	Appendix: Results surrounding Replacement	lem#lemreflection; defish; lem[in $\Z + \text{Weak-Reflection}$.]#lem:reflect; thm[in $\Z$ + Weak-Reflection]	-	section	1	178	178	1350	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/refproofs.tex	set-theory	unit	lem#lemreflection	selected	set-theory	-	0	0	yes	1350	Appendix: Results surrounding Replacement	; label=lemreflection	lemreflection	lem#lemreflection	145	148	178	1350	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/refproofs.tex	set-theory	unit	defish#2	selected	set-theory	-	0	0	yes	1350	Appendix: Results surrounding Replacement	-	2	defish#2	145	148	178	1350	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/refproofs.tex	set-theory	unit	lem#lem:reflect	selected	set-theory	-	0	0	yes	1350	Appendix: Results surrounding Replacement	optional=in $\Z + \text{Weak-Reflection}$.; label=lem:reflect	lem:reflect	lem#lem:reflect	145	148	178	1350	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/refproofs.tex	set-theory	unit	thm#4	selected	set-theory	-	0	0	yes	1350	Appendix: Results surrounding Replacement	optional=in $\Z$ + Weak-Reflection	4	thm#4	145	148	178	1350	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/replacement.tex	set-theory	chapter	section	selected	set-theory	-	0	0	yes	36	replacement	-	-	section	1	21	21	36	structural_container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
set-theory/replacement/strength.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	435	The Strength of Replacement	defn#formularelativization	-	section	1	53	53	435	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/replacement/strength.tex	set-theory	unit	defn#formularelativization	selected	set-theory	-	0	0	yes	435	The Strength of Replacement	; label=formularelativization	formularelativization	defn#formularelativization	14	17	53	435	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/set-theory.tex	set-theory	part	section	selected	set-theory	-	0	0	yes	48	set-theory	-	-	section	1	19	19	48	structural_container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
set-theory/spine/foundation.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	685	Foundation	defish; axiom[Foundation]; defn; prop#subsetoftrcl; lem#lem:TransitiveWellFounded; thm#zfentailsregularity	-	section	1	105	105	685	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/foundation.tex	set-theory	unit	defish#1	selected	set-theory	-	0	0	yes	685	Foundation	-	1	defish#1	88	90	105	685	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/foundation.tex	set-theory	unit	axiom#2	selected	set-theory	-	0	0	yes	685	Foundation	optional=Foundation	2	axiom#2	88	90	105	685	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/foundation.tex	set-theory	unit	defn#3	selected	set-theory	-	0	0	yes	685	Foundation	-	3	defn#3	88	90	105	685	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/foundation.tex	set-theory	unit	prop#subsetoftrcl	selected	set-theory	-	0	0	yes	685	Foundation	; label=subsetoftrcl	subsetoftrcl	prop#subsetoftrcl	88	90	105	685	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/foundation.tex	set-theory	unit	lem#lem:TransitiveWellFounded	selected	set-theory	-	0	0	yes	685	Foundation	; label=lem:TransitiveWellFounded	lem:TransitiveWellFounded	lem#lem:TransitiveWellFounded	88	90	105	685	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/foundation.tex	set-theory	unit	thm#zfentailsregularity	selected	set-theory	-	0	0	yes	685	Foundation	; label=zfentailsregularity	zfentailsregularity	thm#zfentailsregularity	88	90	105	685	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/idea.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	263	Defining the Stages as the V_s	defn#defValphas	-	section	1	43	43	263	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/idea.tex	set-theory	unit	defn#defValphas	selected	set-theory	-	0	0	yes	263	Defining the Stages as the V_s	; label=defValphas	defValphas	defn#defValphas	16	24	43	263	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	772	Rank	defn#defnsetrank; prop#ranksexist; prob; prop#valphalowerrank; prob; prop#rankmemberslower; thm[$\in$-Induction Scheme]; prop#ranksupstrict; cor#ordsetrankalpha; prop[working in $\ZFminus + \text{Regularity}$]#zfminusregularityfoundation	-	section	1	128	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	defn#defnsetrank	selected	set-theory	-	0	0	yes	772	Rank	; label=defnsetrank	defnsetrank	defn#defnsetrank	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	prop#ranksexist	selected	set-theory	-	0	0	yes	772	Rank	; label=ranksexist	ranksexist	prop#ranksexist	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	prob#3	selected	set-theory	-	0	0	yes	772	Rank	-	3	prob#3	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	prop#valphalowerrank	selected	set-theory	-	0	0	yes	772	Rank	; label=valphalowerrank	valphalowerrank	prop#valphalowerrank	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	prob#5	selected	set-theory	-	0	0	yes	772	Rank	-	5	prob#5	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	prop#rankmemberslower	selected	set-theory	-	0	0	yes	772	Rank	; label=rankmemberslower	rankmemberslower	prop#rankmemberslower	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	thm#7	selected	set-theory	-	0	0	yes	772	Rank	optional=$\in$-Induction Scheme	7	thm#7	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	prop#ranksupstrict	selected	set-theory	-	0	0	yes	772	Rank	; label=ranksupstrict	ranksupstrict	prop#ranksupstrict	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	cor#ordsetrankalpha	selected	set-theory	-	0	0	yes	772	Rank	; label=ordsetrankalpha	ordsetrankalpha	cor#ordsetrankalpha	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/rank.tex	set-theory	unit	prop#zfminusregularityfoundation	selected	set-theory	-	0	0	yes	772	Rank	optional=working in $\ZFminus + \text{Regularity}$; label=zfminusregularityfoundation	zfminusregularityfoundation	prop#zfminusregularityfoundation	119	120	128	772	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/recursion.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	873	The Transfinite Recursion Theorem(s)	defn; lem[Bounded Recursion]#transrecursionfun; thm[General Recursion]#transrecursionschema; thm[Simple Recursion]#simplerecursionschema	-	section	1	132	132	873	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/recursion.tex	set-theory	unit	defn#1	selected	set-theory	-	0	0	yes	873	The Transfinite Recursion Theorem(s)	-	1	defn#1	88	98	132	873	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/recursion.tex	set-theory	unit	lem#transrecursionfun	selected	set-theory	-	0	0	yes	873	The Transfinite Recursion Theorem(s)	optional=Bounded Recursion; label=transrecursionfun	transrecursionfun	lem#transrecursionfun	88	98	132	873	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/recursion.tex	set-theory	unit	thm#transrecursionschema	selected	set-theory	-	0	0	yes	873	The Transfinite Recursion Theorem(s)	optional=General Recursion; label=transrecursionschema	transrecursionschema	thm#transrecursionschema	88	98	132	873	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/recursion.tex	set-theory	unit	thm#simplerecursionschema	selected	set-theory	-	0	0	yes	873	The Transfinite Recursion Theorem(s)	optional=Simple Recursion; label=simplerecursionschema	simplerecursionschema	thm#simplerecursionschema	88	98	132	873	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/spine.tex	set-theory	chapter	section	selected	set-theory	-	0	0	yes	34	spine	-	-	section	1	19	19	34	structural_container	aggregator	-	-	Part/chapter container with imports or section assembly; substantive child sections are audited separately.
set-theory/spine/stagesbasics.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	705	Basic Properties of Stages	defn; lem#Valphabasicprops; lem#Valphanotref; cor	-	section	1	95	95	705	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/stagesbasics.tex	set-theory	unit	defn#1	selected	set-theory	-	0	0	yes	705	Basic Properties of Stages	-	1	defn#1	71	73	95	705	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/stagesbasics.tex	set-theory	unit	lem#Valphabasicprops	selected	set-theory	-	0	0	yes	705	Basic Properties of Stages	; label=Valphabasicprops	Valphabasicprops	lem#Valphabasicprops	71	73	95	705	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/stagesbasics.tex	set-theory	unit	lem#Valphanotref	selected	set-theory	-	0	0	yes	705	Basic Properties of Stages	; label=Valphanotref	Valphanotref	lem#Valphanotref	71	73	95	705	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/stagesbasics.tex	set-theory	unit	cor#4	selected	set-theory	-	0	0	yes	705	Basic Properties of Stages	-	4	cor#4	71	73	95	705	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/zf.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	296	and : A Milestone	defn	-	section	1	46	46	296	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/spine/zf.tex	set-theory	unit	defn#1	selected	set-theory	-	0	0	yes	296	and : A Milestone	-	1	defn#1	13	20	46	296	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/story/cumulative-approach.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	866	The Cumulative-Iterative Approach	-	-	section	1	90	90	866	missing	none	-	-	No active declaration covers this ordinal, replacement, cardinal, choice, or cumulative-hierarchy result.
set-theory/story/extensionality.tex	set-theory	section	section	selected	set-theory	-	0	0	yes	198	Extensionality	axiom[Extensionality]	-	section	1	36	36	198	proved_weaker	manual_fragment_match	FormalOLP/SetTheory/Basic.lean	FormalOLP.SetTheory.Extensionality; FormalOLP.SetTheory.ModelExtensionality.emptyset_unique; FormalOLP.SetTheory.ModelExtensionality.pair_unique; FormalOLP.SetTheory.ModelExtensionality.singleton_unique	Membership-language model fragment covers extensionality and pair/empty-set uniqueness; it is not a ZF/ZFC development.
set-theory/story/extensionality.tex	set-theory	unit	axiom#1	selected	set-theory	-	0	0	yes	198	Extensionality	optional=Extensionality	1	axiom#1	11	18	36	198	proved_weaker	manual_fragment_match	FormalOLP/SetTheory/Basic.lean	FormalOLP.SetTheory.Extensionality; FormalOLP.SetTheory.ModelExtensionality.emptyset_unique; FormalOLP.SetTheory.ModelExtensionality.pair_unique; FormalOLP.SetTheory.ModelExtensionality.singleton_unique	Membership-language model fragment covers extensionality and pair/empty-set uniqueness; it is not a ZF/ZFC development.
